lr-Adam,created_at,loss/train,epoch,loss/val,score/val
3.125e-05,2021-07-22 04:31:21.652555,,,,
,2021-07-22 04:31:34.276992,83.58368682861328,170.0,,
,2021-07-22 04:31:37.601479,,170.0,77.02212524414062,0.7051712274551392
3.125e-05,2021-07-22 04:31:37.622350,,,,
,2021-07-22 04:31:49.774780,81.97966766357422,171.0,,
,2021-07-22 04:31:52.984998,,171.0,79.19178771972656,0.7249680757522583
3.125e-05,2021-07-22 04:31:53.004789,,,,
,2021-07-22 04:32:05.423914,83.06095886230469,172.0,,
,2021-07-22 04:32:08.610297,,172.0,79.09052276611328,0.724261999130249
3.125e-05,2021-07-22 04:32:08.629658,,,,
,2021-07-22 04:32:20.914558,82.77407836914062,173.0,,
,2021-07-22 04:32:24.328301,,173.0,78.51666259765625,0.7182325720787048
3.125e-05,2021-07-22 04:32:24.350388,,,,
,2021-07-22 04:32:37.019081,81.26066589355469,174.0,,
,2021-07-22 04:32:40.290582,,174.0,78.94253540039062,0.7222254872322083
3.125e-05,2021-07-22 04:32:40.311405,,,,
,2021-07-22 04:32:52.453448,81.17711639404297,175.0,,
,2021-07-22 04:32:55.667421,,175.0,77.96742248535156,0.7142645120620728
3.125e-05,2021-07-22 04:32:55.687720,,,,
,2021-07-22 04:33:08.008828,81.8390121459961,176.0,,
,2021-07-22 04:33:11.182870,,176.0,78.48258209228516,0.7205234169960022
3.125e-05,2021-07-22 04:33:11.202187,,,,
,2021-07-22 04:33:23.466796,83.35791778564453,177.0,,
,2021-07-22 04:33:26.797414,,177.0,79.00764465332031,0.7237668633460999
3.125e-05,2021-07-22 04:33:26.817158,,,,
